Location,Location Name,District Number,Region Number,Terr Num,EFF DT,Current Starting Rate,Staffing Level,Current Staffing Level,YTD Average Staffing Level,Current Staffing Score,YTD Staffing Score,Total Staffing Score,LY Turn %,YTD Turn %,YOY Turn Variance,Turnover Score,Unemployment Score,Kohl's to County Comp Score,County Score,Applicant Flow,Acceptance Rate,Acceptance Rate Score,Applicant Flow Score,Recruiting Score,Cost of Labor Zone,Wage Pressue Score,Wage Score Color,Starting Rate Buckets
219,Duluth,17,7,2,4/1/17,9.50,1.00,1.00,0.98,1,2,1.7,0.05,0.02,-0.03,3,2,2,2,1.1,0.89,3,1,2.2,2,2.21,Green,9.38
220,Oakview,43,7,2,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.06,0.07,0.01,4,5,3,4,5,0.72,5,3,4.2,2,3.57,Yellow,9
221,Erie,15,11,2,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.08,0.03,-0.04,3,2,2,2,9.78,0.89,3,2,2.6,1,2.31,Green,9
222,Findlay,80,1,2,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.08,0.03,-0.05,3,4,4,4,3.4,0.81,4,2,3.2,1,2.86,Green,9
223,Madison West,2,6,2,4/1/17,9.25,0.79,0.79,0.85,5,4,4.3,0.17,0.17,0.00,4,5,2,3.5,2.39,0.92,2,1,1.6,2,3.39,Yellow,9.12
224,Crestwood,6,1,2,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.07,0.01,-0.06,3,3,3,3,16,0.92,2,1,1.6,3,2.26,Green,9
225,Tylersville,13,2,4,4/1/17,9.00,1.00,1.00,0.95,1,2,1.7,0.04,0.08,0.03,4,4,3,3.5,1.96,0.5,5,1,3.4,2,3.06,Yellow,9
226,Middletown,13,2,4,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.10,0.10,0.00,3,4,4,4,5.71,0.71,5,3,4.2,2,3.11,Yellow,9
227,Mansfield,33,1,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.05,0.07,0.01,4,2,2,2,3.11,0.72,5,2,3.8,2,2.86,Green,9
228,Knollwood,8,7,2,4/1/17,9.50,1.00,1.00,0.85,1,4,3.1,0.12,0.08,-0.04,3,5,4,4.5,3.78,0.76,5,2,3.8,3,3.53,Yellow,9.38
229,Highland,6,1,2,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.06,0.05,-0.01,3,2,2,2,10.96,0.9,2,1,1.6,2,2.06,Green,9
230,Independence,76,7,2,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.10,0.09,0.00,3,3,3,3,10,0.94,2,1,1.6,2,2.47,Green,9
231,Olathe,76,7,2,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.01,0.05,0.04,4,5,4,4.5,6.9,0.71,5,3,4.2,2,3.46,Yellow,9
232,Overland Park,76,7,2,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.06,0.03,-0.03,3,5,4,4.5,12,0.33,5,1,3.4,2,3.01,Yellow,9
233,Metro North,76,7,2,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.06,0.12,0.06,4,3,3,3,7.93,0.87,3,2,2.6,2,2.76,Green,9
234,Topeka,76,7,2,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.09,0.10,0.01,4,4,3,3.5,7.2,1,1,2,1.4,1,2.77,Green,9
235,Macedonia,15,11,2,4/1/17,9.00,0.97,0.97,0.96,2,2,2,0.06,0.10,0.04,4,3,1,2,4.12,0.92,2,2,2,2,2.5,Green,9
236,Medina,72,11,2,4/1/17,9.00,0.95,0.95,0.86,2,4,3.4,0.07,0.10,0.03,4,2,1,1.5,5.5,0.95,1,3,1.8,2,2.77,Green,9
237,Mentor,15,11,2,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.10,0.06,-0.04,3,1,2,1.5,9.46,1,1,2,1.4,2,1.91,Green,9
238,Westgate,72,11,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.08,0.03,-0.04,3,1,2,1.5,2.17,,2,1,1.6,2,1.96,Green,9
239,Canton,15,11,2,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.10,0.12,0.01,4,2,2,2,2.93,0.79,5,1,3.4,1,2.76,Green,9
240,Boardman,15,11,2,4/1/17,9.00,0.94,0.94,0.96,3,2,2.3,0.11,0.11,0.00,4,1,2,1.5,8.91,0.93,2,2,2,2,2.49,Green,9
241,Maple Grove,17,7,2,4/1/17,9.50,0.98,0.98,0.89,2,4,3.4,0.10,0.09,-0.01,3,5,4,4.5,2.52,0.81,4,1,2.8,3,3.37,Yellow,9.38
242,Parma,72,11,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.06,0.04,-0.01,3,1,3,2,27,0.5,5,1,3.4,2,2.51,Green,9
243,Jackson,16,11,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.07,0.07,0.00,4,3,2,2.5,4.24,0.93,2,2,2,2,2.51,Green,9
244,Niles,15,11,2,4/1/17,9.00,1.00,1.00,0.95,1,2,1.7,0.09,0.09,0.00,4,1,2,1.5,14.22,0.85,4,1,2.8,2,2.51,Green,9
245,Eau Claire,1,6,2,4/1/17,9.00,1.00,1.00,0.93,1,3,2.4,0.10,0.10,0.00,4,5,2,3.5,1.48,0.74,5,1,3.4,1,3.27,Yellow,9
246,Springfield,23,14,1,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.05,0.03,-0.01,3,5,3,4,4.32,0.57,5,2,3.8,1,3.01,Yellow,9
247,Wichita East,34,5,1,4/1/17,9.00,1.00,1.00,0.93,1,3,2.4,0.05,0.00,-0.05,3,4,3,3.5,9.27,0.86,3,2,2.6,1,2.82,Green,9
248,Wichita West,34,5,1,4/1/17,9.00,0.98,0.98,0.97,2,2,2,0.16,0.06,-0.10,3,4,3,3.5,6.93,0.82,4,3,3.6,1,2.95,Green,9
249,Matthews,10,14,1,4/1/17,9.00,0.99,0.99,0.95,2,2,2,0.07,0.07,0.00,4,4,5,4.5,6.45,1,1,3,1.8,2,2.95,Green,9
251,Oxmoor,67,2,4,4/1/17,9.00,1.00,1.00,0.93,1,3,2.4,0.07,0.14,0.07,4,4,3,3.5,1.92,0.89,3,1,2.2,1,2.97,Green,9
252,Highland Heights,15,11,2,4/1/17,9.00,1.00,1.00,1.00,1,1,1,0.04,0.06,0.02,4,1,2,1.5,3.3,0.5,5,2,3.8,2,2.55,Green,9
253,Franklin Park,72,11,2,4/1/17,9.00,0.89,0.89,0.98,4,2,2.6,0.06,0.09,0.03,4,3,3,3,7.55,0.92,2,2,2,2,2.88,Green,9
254,Strongsville,72,11,2,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.06,0.10,0.04,4,1,3,2,4.47,0.76,5,2,3.8,2,2.86,Green,9
255,Lancaster,65,15,4,4/1/17,9.00,1.00,1.00,0.95,1,2,1.7,0.03,0.08,0.04,4,4,3,3.5,3.67,0.88,3,2,2.6,2,2.86,Green,9
256,Moline,79,7,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.02,0.04,0.02,4,2,2,2,6.75,1,1,3,1.8,2,2.36,Green,9
257,Bloomington,8,7,2,4/1/17,9.50,0.87,0.87,0.75,4,5,4.7,0.24,0.15,-0.09,3,5,4,4.5,2.05,0.86,3,1,2.2,3,3.61,Yellow,9.38
258,Lincoln,43,7,2,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.07,0.05,-0.02,3,5,2,3.5,11,0.69,5,1,3.4,1,2.81,Green,9
259,Mishawaka,6,1,2,4/1/17,9.00,0.96,0.96,0.92,2,3,2.7,0.05,0.16,0.10,5,4,2,3,4.14,0.89,3,2,2.6,2,3.31,Yellow,9
260,North Riverside,5,1,2,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.06,0.04,-0.02,3,3,3,3,17,0.94,2,1,1.6,3,2.47,Green,9
261,University,10,14,1,4/1/17,9.00,0.49,0.49,0.98,5,2,2.9,,,,,4,5,4.5,,,,,,2,,,9
262,Huntington,67,2,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.02,0.05,0.03,4,4,2,3,10.43,1,1,1,1,1,2.36,Green,9
263,Bowie,18,2,4,4/1/17,10.75,1.00,1.00,1.00,1,2,1.7,0.08,0.10,0.02,4,4,1,2.5,6.93,1,1,3,1.8,4,2.46,Green,10.5
264,Ellicott City,18,2,4,4/1/17,9.00,0.97,0.97,0.90,2,3,2.7,0.09,0.09,0.00,4,5,3,4,8.05,0.79,5,2,3.8,3,3.56,Yellow,9
265,Germantown,18,2,4,4/1/17,10.75,1.00,1.00,1.00,1,2,1.7,0.03,0.01,-0.02,3,5,3,4,26,1,1,1,1,4,2.31,Green,10.5
266,Laurel,18,2,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.19,0.04,-0.15,2,5,3,4,12.89,0.89,3,1,2.2,4,2.36,Green,9
267,Waldorf,18,2,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.03,0.08,0.05,4,4,2,3,11,,2,1,1.6,3,2.51,Green,9
268,Woodbridge,24,2,4,4/1/17,9.00,0.99,0.99,1.00,2,2,2,0.06,0.03,-0.03,3,5,4,4.5,13.33,,2,1,1.6,4,2.65,Green,9
269,Fredericksburg,24,2,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.04,0.08,0.04,4,5,3,4,2.6,,2,1,1.6,4,2.71,Green,9
270,Kingstowne,24,2,4,4/1/17,9.00,0.96,0.96,0.92,2,3,2.7,0.18,0.02,-0.16,2,5,5,5,7.3,0.83,4,2,3.2,4,3.11,Yellow,9
271,Brandywine,21,15,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.06,0.02,-0.03,3,4,2,3,12.9,1,1,1,1,3,2.11,Green,9
272,Kirkwood,21,15,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.06,0.02,-0.04,3,4,2,3,9.15,1,1,2,1.4,3,2.21,Green,9
273,Whitehall,74,15,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.02,0.07,0.05,4,3,1,2,,,,,,2,2.565,Green,9
274,Andorra,21,15,4,4/1/17,9.00,1.00,1.00,1.00,1,1,1,0.11,0.02,-0.09,3,2,2,2,1,1,1,1,1,3,1.7,Green,9
275,Springfield,21,15,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.10,0.04,-0.06,3,4,2,3,26.43,1,1,1,1,3,2.11,Green,9
276,Center Square,74,15,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.07,0.05,-0.03,3,4,4,4,1.44,1,1,1,1,3,2.31,Green,9
277,Exton,21,15,4,4/1/17,9.50,1.00,1.00,0.85,1,4,3.1,0.26,0.13,-0.14,2,5,2,3.5,2.91,0.88,3,1,2.2,3,2.68,Green,9.38
278,Granite Run,21,15,4,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.15,0.05,-0.10,2,4,2,3,10.22,0.6,5,1,3.4,3,2.46,Green,9
279,Mays Landing,52,15,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.04,0.06,0.01,4,1,1,1,11.25,0.5,5,1,3.4,3,2.56,Green,9
280,Havertown,21,15,4,4/1/17,9.00,0.99,0.99,0.99,2,2,2,0.10,0.06,-0.04,3,4,2,3,10.29,1,1,1,1,3,2.2,Green,9
281,Evansville,81,14,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.07,0.06,-0.01,3,4,2,3,2.34,0.85,3,1,2.2,2,2.41,Green,9
282,Oxford Valley,52,15,4,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.06,0.04,-0.02,3,4,3,3.5,3.89,1,1,2,1.4,3,2.31,Green,9
283,Winchester,66,15,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.05,0.00,-0.04,3,5,5,5,2.6,1,1,1,1,2,2.51,Green,9
284,Marlton,52,15,4,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.04,0.04,0.00,3,4,3,3.5,16.67,0.5,5,1,3.4,3,2.81,Green,9
285,Cherry Hill,52,15,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.06,0.00,-0.06,3,3,3,3,17.31,0.59,5,1,3.4,3,2.71,Green,9
286,Warminster,74,15,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.10,0.04,-0.06,3,4,2,3,2,1,1,1,1,3,2.11,Green,9
287,Winston Salem,10,14,1,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.10,0.04,-0.06,3,4,3,3.5,19.5,0.75,5,1,3.4,2,2.81,Green,9
288,Springhurst,67,2,4,4/1/17,9.00,0.99,0.99,0.88,2,4,3.4,0.16,0.10,-0.06,3,4,2,3,2.85,1,1,1,1,1,2.62,Green,9
289,Monroeville,20,15,4,4/1/17,9.00,0.95,0.95,0.99,2,2,2,0.07,0.03,-0.04,3,3,3,3,6.3,1,1,3,1.8,2,2.4,Green,9
290,Glenview,19,1,2,4/1/17,9.00,0.84,0.84,0.88,4,4,4,0.01,0.13,0.12,5,3,3,3,1.44,0.67,5,1,3.4,3,3.9,Orange,9
291,South Hills,20,15,4,4/1/17,9.00,0.99,0.99,0.94,2,3,2.7,0.05,0.06,0.01,4,3,2,2.5,2.89,0.86,3,1,2.2,2,2.86,Green,9
292,Century III,20,15,4,4/1/17,9.00,0.95,0.95,0.94,2,3,2.7,0.04,0.08,0.03,4,3,3,3,6.54,0.83,4,3,3.6,2,3.31,Yellow,9
293,Robinson,20,15,4,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.08,0.06,-0.02,3,3,3,3,1.1,0.81,4,1,2.8,2,2.77,Green,9
295,Sterling,66,15,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.07,0.09,0.02,4,5,4,4.5,,,,,,4,3.065,Yellow,9
296,Auburn Hills,31,11,2,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.07,0.06,-0.01,3,4,4,4,2.67,1,1,1,1,3,2.52,Green,9
297,Crossroads,43,7,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.09,0.05,-0.04,3,5,3,4,4,,2,2,2,2,2.56,Green,9
298,Ralph's Corner,74,15,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.12,0.04,-0.08,3,4,4,4,1.14,1,1,1,1,3,2.31,Green,9
299,Vestal,57,3,4,4/1/17,9.70,0.90,0.90,0.93,3,3,3,0.07,0.11,0.03,4,2,2,2,7.79,0.88,3,2,2.6,2,2.95,Green,9.63
301,Shawnee,76,7,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.03,0.03,0.00,3,5,3,4,2.22,1,1,1,1,2,2.31,Green,9
302,Battleground,10,14,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.09,0.06,-0.03,3,3,4,3.5,,,,,,2,2.515,Green,9
303,Wendover,10,14,1,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.07,0.03,-0.04,3,3,4,3.5,8.9,,2,2,2,2,2.46,Green,9
304,Knoxville East,35,5,1,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.04,0.04,0.00,3,4,3,3.5,9.3,0.82,4,2,3.2,1,2.76,Green,9
305,Knoxville West,35,5,1,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.04,0.00,-0.04,3,4,3,3.5,,,,,,1,2.515,Green,9
306,Farragut,35,5,1,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.05,0.05,0.00,3,4,3,3.5,1,1,1,1,1,1,2.21,Green,9
307,Muncie,4,6,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.06,0.13,0.07,4,3,1,2,6.68,0.9,2,3,2.4,1,2.51,Green,9
308,Mechanicsville,58,2,4,4/1/17,9.00,1.00,1.00,1.00,1,1,1,0.04,0.09,0.04,4,5,3,4,6.86,0.83,4,3,3.6,2,3,Yellow,9
310,Short Pump,58,2,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.12,0.10,-0.02,3,5,3,4,9.22,0.86,3,2,2.6,2,2.71,Green,9
311,North Hills,20,15,4,4/1/17,9.00,1.00,1.00,0.93,1,3,2.4,0.10,0.06,-0.04,3,3,3,3,2.08,0.8,4,1,2.8,2,2.77,Green,9
312,Fair Lakes,24,2,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.09,0.06,-0.03,3,5,5,5,3.44,0.67,5,2,3.8,4,3.21,Yellow,9
313,Leesburg,66,15,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.04,0.01,-0.03,3,5,5,5,,,,,,4,2.815,Green,9
314,Turnersville,52,15,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.06,0.04,-0.02,3,4,2,3,,,,,,3,2.415,Green,9
315,Silver Spring,18,2,4,4/1/17,10.75,1.00,1.00,0.99,1,2,1.7,0.09,0.06,-0.03,3,5,3,4,10.28,0.92,2,1,1.6,4,2.46,Green,10.5
316,Westampton,52,15,4,4/1/17,9.00,0.98,0.98,0.96,2,2,2,0.07,0.07,0.00,4,4,3,3.5,18.67,1,1,1,1,3,2.55,Green,9
317,Canton Township,7,11,2,4/1/17,9.00,0.92,0.92,0.92,3,3,3,0.03,0.12,0.09,4,2,2,2,1.69,0.8,4,1,2.8,3,3,Green,9
318,Gastonia,10,14,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.09,0.07,-0.02,3,3,3,3,15.81,0.81,4,1,2.8,2,2.56,Green,9
319,Huntersville,10,14,1,4/1/17,9.00,0.98,0.98,0.94,2,3,2.7,0.09,0.10,0.01,4,4,5,4.5,12.92,0.8,4,1,2.8,2,3.41,Yellow,9
320,Crystal Lake,19,1,2,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.04,0.04,0.00,3,3,2,2.5,6.53,0.89,3,3,3,3,2.51,Green,9
321,Joliet,49,1,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.06,0.05,-0.01,3,3,3,3,25.63,0.8,4,1,2.8,3,2.56,Green,9
322,Batavia,49,1,2,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.10,0.09,-0.01,3,3,2,2.5,2.25,0.5,5,1,3.4,3,2.82,Green,9
323,Northville,7,11,2,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.12,0.07,-0.06,3,2,2,2,1.7,0.75,5,1,3.4,3,2.51,Green,9
324,Airport Highway,72,11,2,4/1/17,9.00,0.94,0.94,0.92,3,3,3,0.15,0.14,-0.01,3,3,3,3,4.94,0.79,5,2,3.8,2,3.2,Yellow,9
325,Gaithersburg,18,2,4,4/1/17,10.75,1.00,1.00,0.98,1,2,1.7,0.13,0.15,0.02,4,5,3,4,6.64,0.83,4,3,3.6,4,3.21,Yellow,10.5
326,Manassas,24,2,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.03,0.02,-0.01,3,5,4,4.5,6.59,0.78,5,3,4.2,4,3.21,Yellow,9
327,Charleston,20,15,4,4/1/17,9.00,0.89,0.89,0.86,4,4,4,0.27,0.12,-0.15,2,3,2,2.5,8.94,0.74,5,2,3.8,1,3.15,Yellow,9
328,Powell,33,1,2,4/1/17,9.00,0.81,0.81,0.93,4,3,3.3,0.09,0.20,0.11,5,5,3,4,1.43,0.75,5,1,3.4,2,3.89,Orange,9
329,New Albany,33,1,2,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.16,0.12,-0.03,3,4,3,3.5,1.93,0.84,4,1,2.8,2,2.87,Green,9
330,Lawrence,76,7,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.02,0.06,0.04,4,5,2,3.5,8.1,1,1,2,1.4,1,2.56,Green,9
331,Stow Kent,15,11,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.04,0.08,0.04,4,3,2,2.5,9.14,0.89,3,2,2.6,2,2.66,Green,9
332,Ann Arbor,7,11,2,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.05,0.05,0.00,3,5,3,4,3.56,0.75,5,2,3.8,3,3.01,Yellow,9
333,Bensalem,52,15,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.03,0.03,0.00,4,4,2,3,1.47,1,1,1,1,3,2.36,Green,9
334,Lexington East,67,2,4,4/1/17,9.00,1.00,1.00,0.90,1,4,3.1,0.19,0.09,-0.10,3,5,3,4,8.13,1,1,2,1.4,1,2.83,Green,9
335,Omaha,43,7,2,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.09,0.10,0.01,4,5,3,4,7.7,0.9,3,2,2.6,2,2.96,Green,9
336,Goshen,6,1,2,4/1/17,9.00,1.00,1.00,0.95,1,2,1.7,0.15,0.07,-0.08,3,5,3,4,6.5,0.88,3,3,3,2,2.81,Green,9
337,Mechanicsburg,65,15,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.02,0.05,0.03,4,5,2,3.5,3.21,0.67,5,2,3.8,2,3.16,Yellow,9
338,Hanover,65,15,4,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.06,0.06,0.00,4,4,3,3.5,5.48,0.79,5,3,4.2,2,3.47,Yellow,9
339,York East,65,15,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.14,0.05,-0.09,3,4,2,3,2.48,0.83,4,1,2.8,2,2.56,Green,9
340,Herndon,66,15,4,4/1/17,9.00,0.98,0.98,0.94,2,3,2.7,0.07,0.03,-0.03,3,5,5,5,1,,2,1,1.6,4,2.96,Green,9
341,Lone Tree,25,12,3,4/1/17,9.50,0.93,0.93,0.94,3,3,3,0.08,0.06,-0.01,3,5,5,5,2.47,1,1,1,1,3,2.9,Green,9.38
342,Arapahoe Crossing,25,12,3,4/1/17,9.30,1.00,1.00,0.98,1,2,1.7,0.07,0.08,0.01,4,5,3,4,7.57,0.92,2,2,2,3,2.81,Green,9.38
343,Louisville,59,12,3,4/1/17,9.30,0.97,0.97,0.89,2,4,3.4,0.05,0.12,0.07,4,5,3,4,2,1,1,1,1,3,3.07,Yellow,9.38
344,Westminster,59,12,3,4/1/17,9.30,1.00,1.00,0.95,1,3,2.4,0.09,0.10,0.02,4,5,4,4.5,7.62,0.81,4,2,3.2,3,3.42,Yellow,9.38
345,Thornton,59,12,3,4/1/17,9.30,1.00,1.00,0.99,1,2,1.7,0.13,0.08,-0.05,3,5,3,4,7.93,0.69,5,2,3.8,3,3.01,Yellow,9.38
346,Aurora East,25,12,3,4/1/17,9.30,0.94,0.94,0.96,3,2,2.3,0.09,0.08,-0.01,3,5,3,4,6.67,0.91,2,3,2.4,3,2.84,Green,9.38
347,Plainfield,4,6,2,4/1/17,9.00,0.99,0.99,0.92,2,3,2.7,0.11,0.19,0.08,4,5,2,3.5,2.64,0.77,5,1,3.4,2,3.36,Yellow,9
348,Hickory,10,14,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.04,0.03,-0.01,3,4,2,3,23,1,1,1,1,1,2.11,Green,9
349,Brandermill,58,2,4,4/1/17,9.00,1.00,1.00,0.93,1,3,2.4,0.14,0.12,-0.01,3,5,3,4,6.15,0.73,5,3,4.2,2,3.32,Yellow,9
350,Frederick,66,15,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.13,0.09,-0.04,3,5,5,5,5.77,1,1,3,1.8,4,2.71,Green,9
351,Arnold,81,14,1,4/1/17,9.00,1.00,1.00,0.95,1,2,1.7,0.10,0.09,-0.01,3,4,3,3.5,6.04,0.85,3,3,3,2,2.71,Green,9
352,Bridgeton,23,14,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.04,0.06,0.01,4,4,3,3.5,3.75,1,1,2,1.4,2,2.56,Green,9
353,Creve Coeur,81,14,1,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.09,0.09,0.00,3,4,3,3.5,5.04,1,1,3,1.8,2,2.41,Green,9
354,Fairview,23,14,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.11,0.04,-0.07,3,3,1,2,6.9,0.97,1,3,1.8,2,2.11,Green,9
355,Manchester,81,14,1,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.11,0.05,-0.06,3,4,3,3.5,5.83,1,1,3,1.8,2,2.41,Green,9
356,O'Fallon,23,14,1,4/1/17,9.00,0.99,0.99,0.96,2,2,2,0.04,0.04,0.01,4,5,3,4,8.33,0.75,5,2,3.8,2,3.35,Yellow,9
357,St Peters,23,14,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.05,0.07,0.02,4,5,3,4,2,,2,1,1.6,2,2.71,Green,9
358,Round Lake,19,1,2,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.07,0.02,-0.05,3,3,3,3,6.33,0.86,3,3,3,3,2.61,Green,9
359,Colonial Park,65,15,4,4/1/17,9.00,1.00,1.00,0.89,1,4,3.1,0.14,0.01,-0.13,2,4,3,3.5,5.31,0.92,2,3,2.4,2,2.73,Green,9
360,Rochester,8,7,2,4/1/17,9.50,1.00,1.00,0.86,1,4,3.1,0.17,0.10,-0.08,3,5,3,4,3.41,0.84,4,2,3.2,2,3.28,Yellow,9.38
361,Carrollton,26,4,1,4/1/17,9.00,0.99,0.99,0.99,2,2,2,0.07,0.14,0.06,4,5,3,4,6.75,1,1,3,1.8,3,2.85,Green,9
362,Cedar Hill,68,4,1,4/1/17,9.00,0.99,0.99,0.97,2,2,2,0.11,0.10,-0.01,3,4,5,4.5,60,,2,1,1.6,3,2.65,Green,9
363,Flower Mound,26,4,1,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.11,0.04,-0.06,3,5,3,4,3.75,0.88,3,2,2.6,2,2.92,Green,9
364,Garland,26,4,1,4/1/17,9.25,1.00,1.00,1.00,1,1,1,0.14,0.12,-0.03,3,4,5,4.5,,,,,,3,2.4,Green,9.12
365,Hulen,68,4,1,4/1/17,9.00,0.97,0.97,0.95,2,3,2.7,0.09,0.10,0.01,4,4,4,4,18.6,0.83,4,1,2.8,2,3.31,Yellow,9
366,Keller,68,4,1,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.14,0.03,-0.11,2,4,5,4.5,3.94,1,1,2,1.4,2,2.26,Green,9
367,Lewisville,26,4,1,4/1/17,9.00,0.93,0.93,0.98,3,2,2.3,0.05,0.06,0.01,4,4,4,4,8,0.94,2,2,2,3,2.99,Green,9
368,North Richland,68,4,1,4/1/17,9.00,1.00,1.00,0.91,1,3,2.4,0.13,0.09,-0.04,3,4,4,4,9.38,0.67,5,2,3.8,2,3.22,Yellow,9
369,Plano North,26,4,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.12,0.08,-0.04,3,5,5,5,2.33,1,1,1,1,3,2.51,Green,9
370,Rockwall,26,4,1,4/1/17,9.25,1.00,1.00,0.96,1,2,1.7,0.04,0.05,0.01,4,5,5,5,5,1,1,3,1.8,3,2.96,Green,9.12
371,South Arlington,68,4,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.07,0.05,-0.03,3,4,4,4,11.07,0.8,4,1,2.8,2,2.76,Green,9
372,Lansing West,16,11,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.10,0.09,-0.01,3,4,3,3.5,4.5,0.56,5,2,3.8,2,2.91,Green,9
373,Grandville,16,11,2,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.04,0.05,0.01,4,5,3,4,3.45,0.91,2,2,2,2,2.81,Green,9
374,Levittown,27,9,4,4/1/17,10.00,0.89,0.89,0.90,4,4,4,0.05,0.16,0.11,5,4,3,3.5,4.12,0.84,4,2,3.2,4,3.95,Orange,10
